Course_Name,Link
Bachelor of Arts (BA) majoring in Maori and Indigenous Studies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801884&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Maori-and-Indigenous-Studies
Bachelor of Arts (BA) majoring in Mathematics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801888&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Mathematics
Bachelor of Arts (BA) majoring in Media and Communication,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801890&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Media-and-Communication
Bachelor of Arts (BA) majoring in Music,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801892&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Music
Bachelor of Arts (BA) majoring in Philosophy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801894&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Philosophy
Bachelor of Arts (BA) majoring in Political Science and International Relations,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801898&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Political-Science-and-International-Relations
Bachelor of Arts (BA) majoring in Psychology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801902&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Psychology
Bachelor of Arts (BA) majoring in Russian,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801904&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Russian
Bachelor of Arts (BA) majoring in Sociology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801910&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Sociology
Bachelor of Arts (BA) majoring in Spanish,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801912&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Spanish
Bachelor of Arts (BA) majoring in Statistics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801916&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Statistics
Bachelor of Arts (BA) majoring in Te Reo Maori,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801918&institutionid=142318&course=Bachelor-of-Arts-(BA)-majoring-in-Te-Reo-Maori
Bachelor of Commerce (BCom) majoring in Accounting,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2162594&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-Accounting
Bachelor of Commerce (BCom) majoring in Business Economics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801936&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-Business-Economics
Bachelor of Commerce (BCom) majoring in Economics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801938&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-Economics
Bachelor of Commerce (BCom) majoring in Finance,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802000&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-Finance
Bachelor of Commerce (BCom) majoring in Human Resource Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802002&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-Human-Resource-Management
Bachelor of Commerce (BCom) majoring in Information Systems,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802004&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-Information-Systems
Bachelor of Commerce (BCom) majoring in International Business,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802008&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-International-Business
Bachelor of Commerce (BCom) majoring in Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802010&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-Management
Bachelor of Commerce (BCom) majoring in Marketing,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802012&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-Marketing
Bachelor of Commerce (BCom) majoring in Operations and Supply Chain Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802018&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-Operations-and-Supply-Chain-Management
Bachelor of Commerce (BCom) majoring in Strategy and Entrepreneurship,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56801996&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-Strategy-and-Entrepreneurship
Bachelor of Commerce (BCom) majoring in Taxation and Accounting,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802026&institutionid=142318&course=Bachelor-of-Commerce-(BCom)-majoring-in-Taxation-and-Accounting
Bachelor of Communication,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57361360&institutionid=142318&course=Bachelor-of-Communication
Bachelor of Criminal Justice,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55821462&institutionid=142318&course=Bachelor-of-Criminal-Justice
Bachelor of Engineering with Honours in Chemical and Process Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57056860&institutionid=142318&course=Bachelor-of-Engineering-with-Honours-in-Chemical-and-Process-Engineering
Bachelor of Engineering with Honours in Civil Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2166635&institutionid=142318&course=Bachelor-of-Engineering-with-Honours-in-Civil-Engineering
Bachelor of Engineering with Honours in Computer Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57056864&institutionid=142318&course=Bachelor-of-Engineering-with-Honours-in-Computer-Engineering
Bachelor of Engineering with Honours in Electrical and Electronic Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57056866&institutionid=142318&course=Bachelor-of-Engineering-with-Honours-in-Electrical-and-Electronic-Engineering
Bachelor of Engineering with Honours in Forest Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802076&institutionid=142318&course=Bachelor-of-Engineering-with-Honours-in-Forest-Engineering
Bachelor of Engineering with Honours in Mechanical Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802078&institutionid=142318&course=Bachelor-of-Engineering-with-Honours-in-Mechanical-Engineering
Bachelor of Engineering with Honours in Mechatronics Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802080&institutionid=142318&course=Bachelor-of-Engineering-with-Honours-in-Mechatronics-Engineering
Bachelor of Engineering with Honours in Natural Resources Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802084&institutionid=142318&course=Bachelor-of-Engineering-with-Honours-in-Natural-Resources-Engineering
Bachelor of Engineering with Honours in Software Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802088&institutionid=142318&course=Bachelor-of-Engineering-with-Honours-in-Software-Engineering
Bachelor of Fine Arts (BFA) in Film,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2152903&institutionid=142318&course=Bachelor-of-Fine-Arts-(BFA)-in-Film
Bachelor of Fine Arts (BFA) in Graphic Design,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802444&institutionid=142318&course=Bachelor-of-Fine-Arts-(BFA)-in-Graphic-Design
Bachelor of Fine Arts (BFA) in Painting,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802450&institutionid=142318&course=Bachelor-of-Fine-Arts-(BFA)-in-Painting
Bachelor of Fine Arts (BFA) in Photography,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802456&institutionid=142318&course=Bachelor-of-Fine-Arts-(BFA)-in-Photography
Bachelor of Fine Arts (BFA) in Sculpture,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802460&institutionid=142318&course=Bachelor-of-Fine-Arts-(BFA)-in-Sculpture
Bachelor of Forestry Science (BForSc),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2166755&institutionid=142318&course=Bachelor-of-Forestry-Science-(BForSc)
Bachelor of Health Sciences (BHSc) in Environmental Health,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55459004&institutionid=142318&course=Bachelor-of-Health-Sciences-(BHSc)-in-Environmental-Health
Bachelor of Health Sciences (BHSc) in Health Education,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802476&institutionid=142318&course=Bachelor-of-Health-Sciences-(BHSc)-in-Health-Education
Bachelor of Health Sciences (BHSc) in Maori and Indigenous Health,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802478&institutionid=142318&course=Bachelor-of-Health-Sciences-(BHSc)-in-Maori-and-Indigenous-Health
Bachelor of Health Sciences (BHSc) in Psychology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802482&institutionid=142318&course=Bachelor-of-Health-Sciences-(BHSc)-in-Psychology
Bachelor of Health Sciences (BHSc) in Public Health,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802484&institutionid=142318&course=Bachelor-of-Health-Sciences-(BHSc)-in-Public-Health
Bachelor of Health Sciences (BHSc) in Society and Policy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802490&institutionid=142318&course=Bachelor-of-Health-Sciences-(BHSc)-in-Society-and-Policy
Bachelor of Laws (LLB),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=53236664&institutionid=142318&course=Bachelor-of-Laws-(LLB)
Bachelor of Music in Musical Culture,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2154382&institutionid=142318&course=Bachelor-of-Music-in-Musical-Culture
Bachelor of Music in New Music,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802506&institutionid=142318&course=Bachelor-of-Music-in-New-Music
Bachelor of Music in Performance,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802508&institutionid=142318&course=Bachelor-of-Music-in-Performance
Bachelor of Product Design - Applied Immersive Game Design,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802516&institutionid=142318&course=Bachelor-of-Product-Design---Applied-Immersive-Game-Design
"Bachelor of Product Design - Chemical, Natural and Healthcare Product Formulation","https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57056890&institutionid=142318&course=Bachelor-of-Product-Design---Chemical,-Natural-and-Healthcare-Product-Formulation"
Bachelor of Product Design - Industrial Product Design,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57056892&institutionid=142318&course=Bachelor-of-Product-Design---Industrial-Product-Design
Bachelor of Science (BSc) in Astronomy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2165399&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Astronomy
Bachelor of Science (BSc) in Biochemistry,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802554&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Biochemistry
Bachelor of Science (BSc) in Biological Sciences,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802560&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Biological-Sciences
Bachelor of Science (BSc) in Chemistry,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802574&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Chemistry
Bachelor of Science (BSc) in Computer Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802580&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Computer-Science
Bachelor of Science (BSc) in Data Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57056900&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Data-Science
Bachelor of Science (BSc) in Economics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802586&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Economics
Bachelor of Science (BSc) in Environmental Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802590&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Environmental-Science
Bachelor of Science (BSc) in Finance,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802596&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Finance
Bachelor of Science (BSc) in Financial Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802600&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Financial-Engineering
Bachelor of Science (BSc) in Geography,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802612&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Geography
Bachelor of Science (BSc) in Geology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802618&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Geology
Bachelor of Science (BSc) in Linguistics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802622&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Linguistics
Bachelor of Science (BSc) in Mathematics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802626&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Mathematics
Bachelor of Science (BSc) in Philosophy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802632&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Philosophy
Bachelor of Science (BSc) in Physics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802634&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Physics
Bachelor of Science (BSc) in Psychology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802664&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Psychology
Bachelor of Science (BSc) in Statistics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56802686&institutionid=142318&course=Bachelor-of-Science-(BSc)-in-Statistics
Bachelor of Social Work (BSW),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2160686&institutionid=142318&course=Bachelor-of-Social-Work-(BSW)
Bachelor of Speech and Language Pathology with Honours (BSLP(Hons)),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55455354&institutionid=142318&course=Bachelor-of-Speech-and-Language-Pathology-with-Honours-(BSLP(Hons))
Bachelor of Sport Coaching (BSpC),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2166008&institutionid=142318&course=Bachelor-of-Sport-Coaching-(BSpC)
Bachelor of Teaching and Learning (Early Childhood) (BTchLn(EarlyChildhood),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2166043&institutionid=142318&course=Bachelor-of-Teaching-and-Learning-(Early-Childhood)-(BTchLn(EarlyChildhood)
Bachelor of Teaching and Learning (Primary),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2166051&institutionid=142318&course=Bachelor-of-Teaching-and-Learning-(Primary)
Doctor of Musical Arts,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=54606756&institutionid=142318&course=Doctor-of-Musical-Arts
English for Academic Purposes (EAP) - Pathway to UC,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57065714&institutionid=142318&course=English-for-Academic-Purposes-(EAP)---Pathway-to-UC
Graduate Certificate in Sport Coaching,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56804958&institutionid=142318&course=Graduate-Certificate-in-Sport-Coaching
Graduate Diploma in Arts,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57263060&institutionid=142318&course=Graduate-Diploma-in-Arts
Graduate Diploma in Commerce,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805912&institutionid=142318&course=Graduate-Diploma-in-Commerce
Graduate Diploma in Criminal Justice,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805946&institutionid=142318&course=Graduate-Diploma-in-Criminal-Justice
Graduate Diploma in Early Childhood Teaching,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=52606464&institutionid=142318&course=Graduate-Diploma-in-Early-Childhood-Teaching
Graduate Diploma in Forestry,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2166756&institutionid=142318&course=Graduate-Diploma-in-Forestry
Graduate Diploma in Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2165424&institutionid=142318&course=Graduate-Diploma-in-Science
Graduate Diploma in Teaching and Learning (Primary),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55455586&institutionid=142318&course=Graduate-Diploma-in-Teaching-and-Learning-(Primary)
Graduate Diploma in Teaching and Learning (Secondary),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2166318&institutionid=142318&course=Graduate-Diploma-in-Teaching-and-Learning-(Secondary)
Master of Antarctic Studies (MASt),https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2167206&institutionid=142318&course=Master-of-Antarctic-Studies-(MASt)
Master of Applied Data Science,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56808914&institutionid=142318&course=Master-of-Applied-Data-Science
Master of Applied Finance and Economics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=55821310&institutionid=142318&course=Master-of-Applied-Finance-and-Economics
Master of Architectural Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57264494&institutionid=142318&course=Master-of-Architectural-Engineering
Master of Arts in Anthropology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=52583456&institutionid=142318&course=Master-of-Arts-in-Anthropology
Master of Arts in Art History and Theory,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805020&institutionid=142318&course=Master-of-Arts-in-Art-History-and-Theory
Master of Arts in Child and Family Psychology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805496&institutionid=142318&course=Master-of-Arts-in-Child-and-Family-Psychology
Master of Arts in Chinese,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805040&institutionid=142318&course=Master-of-Arts-in-Chinese
Master of Arts in Classics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805050&institutionid=142318&course=Master-of-Arts-in-Classics
Master of Arts in Cultural Studies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805064&institutionid=142318&course=Master-of-Arts-in-Cultural-Studies
Master of Arts in Economics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805076&institutionid=142318&course=Master-of-Arts-in-Economics
Master of Arts in Education,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805084&institutionid=142318&course=Master-of-Arts-in-Education
Master of Arts in English,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805120&institutionid=142318&course=Master-of-Arts-in-English
Master of Arts in European Studies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805514&institutionid=142318&course=Master-of-Arts-in-European-Studies
Master of Arts in French,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805134&institutionid=142318&course=Master-of-Arts-in-French
Master of Arts in Geography,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805144&institutionid=142318&course=Master-of-Arts-in-Geography
Master of Arts in German,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805162&institutionid=142318&course=Master-of-Arts-in-German
Master of Arts in History,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805176&institutionid=142318&course=Master-of-Arts-in-History
Master of Arts in Human Services,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805186&institutionid=142318&course=Master-of-Arts-in-Human-Services
Master of Arts in Japanese,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805210&institutionid=142318&course=Master-of-Arts-in-Japanese
Master of Arts in Linguistics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805224&institutionid=142318&course=Master-of-Arts-in-Linguistics
Master of Arts in Maori and Indigenous Studies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805232&institutionid=142318&course=Master-of-Arts-in-Maori-and-Indigenous-Studies
Master of Arts in Mathematics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805254&institutionid=142318&course=Master-of-Arts-in-Mathematics
Master of Arts in Media and Communication,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805270&institutionid=142318&course=Master-of-Arts-in-Media-and-Communication
Master of Arts in Music,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805282&institutionid=142318&course=Master-of-Arts-in-Music
Master of Arts in Pacific Studies,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805534&institutionid=142318&course=Master-of-Arts-in-Pacific-Studies
Master of Arts in Philosophy,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805328&institutionid=142318&course=Master-of-Arts-in-Philosophy
Master of Arts in Political Science and International Relations,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805348&institutionid=142318&course=Master-of-Arts-in-Political-Science-and-International-Relations
Master of Arts in Psychology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805362&institutionid=142318&course=Master-of-Arts-in-Psychology
Master of Arts in Russian,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805382&institutionid=142318&course=Master-of-Arts-in-Russian
Master of Arts in Sociology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805392&institutionid=142318&course=Master-of-Arts-in-Sociology
Master of Arts in Spanish,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805408&institutionid=142318&course=Master-of-Arts-in-Spanish
Master of Arts in Statistics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805424&institutionid=142318&course=Master-of-Arts-in-Statistics
Master of Arts in Te Reo Maori,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56805438&institutionid=142318&course=Master-of-Arts-in-Te-Reo-Maori
Master of Audiology,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2164992&institutionid=142318&course=Master-of-Audiology
Master of Bicultural Co-Governance of Natural Resources,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57307308&institutionid=142318&course=Master-of-Bicultural-Co-Governance-of-Natural-Resources
Master of Business Information Systems,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56515604&institutionid=142318&course=Master-of-Business-Information-Systems
Master of Business Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56515536&institutionid=142318&course=Master-of-Business-Management
Master of Commerce in Accounting,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=52586608&institutionid=142318&course=Master-of-Commerce-in-Accounting
Master of Commerce in Economics,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56809044&institutionid=142318&course=Master-of-Commerce-in-Economics
Master of Commerce in Finance,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56809048&institutionid=142318&course=Master-of-Commerce-in-Finance
Master of Commerce in Information Systems,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56809050&institutionid=142318&course=Master-of-Commerce-in-Information-Systems
Master of Commerce in Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56809052&institutionid=142318&course=Master-of-Commerce-in-Management
Master of Commerce in Marketing,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56809058&institutionid=142318&course=Master-of-Commerce-in-Marketing
Master of Commerce in Taxation and Accounting,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56809060&institutionid=142318&course=Master-of-Commerce-in-Taxation-and-Accounting
Master of Counselling,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=2166255&institutionid=142318&course=Master-of-Counselling
Master of Disaster Risk and Resilience,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56519092&institutionid=142318&course=Master-of-Disaster-Risk-and-Resilience
Master of Education,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=54604078&institutionid=142318&course=Master-of-Education
Master of Engineering in Bioengineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57058898&institutionid=142318&course=Master-of-Engineering-in-Bioengineering
Master of Engineering in Chemical and Process Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=57058904&institutionid=142318&course=Master-of-Engineering-in-Chemical-and-Process-Engineering
Master of Engineering in Civil Engineering,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56809144&institutionid=142318&course=Master-of-Engineering-in-Civil-Engineering
Master of Engineering in Construction Management,https://www.studyinnewzealand.govt.nz/study-options/course/details?courseid=56809174&institutionid=142318&course=Master-of-Engineering-in-Construction-Management
